Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN08326,2,1,1,0,Meal Plan 1,0,Room_Type 4,105,2018,8,7,Offline,0,0,0,99.28,0,Canceled
INN07630,2,0,2,4,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107.0,1,Not_Canceled
INN11422,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,1,9,Online,0,0,0,75.0,0,Not_Canceled
INN21933,2,0,1,1,Not Selected,0,Room_Type 1,36,2018,10,3,Online,0,0,0,97.2,0,Canceled
INN25170,2,2,2,2,Meal Plan 1,0,Room_Type 2,25,2018,1,1,Online,0,0,0,178.25,0,Canceled
INN12330,2,0,1,2,Meal Plan 1,0,Room_Type 4,101,2018,4,11,Online,0,0,0,85.6,0,Not_Canceled
INN33329,2,0,2,5,Not Selected,0,Room_Type 1,142,2018,8,22,Online,0,0,0,68.8,1,Not_Canceled
INN31983,2,0,2,4,Not Selected,0,Room_Type 1,262,2018,12,14,Online,0,0,0,63.75,0,Canceled
INN24820,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,Canceled
INN05436,2,0,1,0,Meal Plan 1,0,Room_Type 4,6,2018,8,21,Online,0,0,0,145.0,2,Not_Canceled
INN04438,2,0,2,5,Meal Plan 1,0,Room_Type 5,32,2018,9,13,Online,0,0,0,137.52,0,Canceled
INN10383,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
INN24982,2,0,0,2,Meal Plan 1,0,Room_Type 4,48,2017,10,9,Offline,0,0,0,87.3,0,Not_Canceled
INN17827,2,0,4,10,Meal Plan 1,0,Room_Type 4,146,2018,7,30,Online,0,0,0,117.66,1,Canceled
INN24838,2,0,0,1,Not Selected,0,Room_Type 1,207,2018,10,4,Online,0,0,0,98.1,0,Canceled
INN18074,2,0,0,4,Meal Plan 1,0,Room_Type 1,72,2017,10,21,Online,0,0,0,89.25,1,Not_Canceled
INN18881,2,1,0,2,Meal Plan 1,0,Room_Type 1,157,2018,7,14,Online,0,0,0,121.5,1,Canceled
INN30683,2,0,0,2,Not Selected,0,Room_Type 1,13,2018,2,12,Online,0,0,0,79.0,1,Not_Canceled
INN18793,2,0,3,5,Meal Plan 1,0,Room_Type 1,86,2018,4,25,Online,0,0,0,105.4,1,Canceled
INN22642,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,2018,3,29,Online,0,0,0,82.45,1,Not_Canceled
INN05783,2,0,1,0,Meal Plan 1,0,Room_Type 1,103,2018,4,11,Online,0,0,0,76.22,1,Not_Canceled
INN16164,2,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,5,15,Online,0,0,0,104.55,1,Not_Canceled
INN19170,1,0,0,4,Not Selected,0,Room_Type 1,236,2018,9,27,Online,0,0,0,81.16,1,Canceled
INN09716,1,0,2,1,Meal Plan 1,1,Room_Type 1,3,2018,3,13,Corporate,0,0,0,69.0,0,Not_Canceled
INN10700,3,0,0,2,Meal Plan 1,1,Room_Type 4,183,2018,7,26,Online,0,0,0,137.7,1,Canceled
INN35847,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2017,12,25,Offline,0,0,0,43.5,1,Not_Canceled
INN04896,2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,161.1,1,Not_Canceled
INN26343,2,0,0,2,Meal Plan 1,0,Room_Type 1,87,2018,10,19,Online,0,0,0,118.8,1,Not_Canceled
INN20422,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,Canceled
INN13396,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,7,Online,1,0,1,109.0,1,Not_Canceled
INN32917,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,12,1,Online,0,0,0,81.0,1,Not_Canceled
INN16670,2,0,0,4,Meal Plan 1,0,Room_Type 4,81,2018,6,7,Online,0,0,0,132.6,0,Not_Canceled
INN32377,1,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,6,26,Online,0,0,0,110.7,0,Not_Canceled
INN18753,2,0,2,3,Meal Plan 1,0,Room_Type 4,79,2018,4,2,Online,0,0,0,92.65,1,Not_Canceled
INN26117,2,0,2,3,Meal Plan 1,0,Room_Type 4,29,2018,5,20,Online,0,0,0,132.72,1,Canceled
INN29302,2,0,0,3,Meal Plan 1,0,Room_Type 1,99,2017,12,15,Online,0,0,0,72.25,1,Not_Canceled
INN07447,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Online,0,0,0,90.0,0,Canceled
INN33005,1,0,1,2,Meal Plan 1,0,Room_Type 4,21,2018,11,7,Online,0,0,0,210.0,1,Not_Canceled
INN15902,2,0,1,5,Meal Plan 1,0,Room_Type 1,0,2018,8,9,Online,0,0,0,170.0,1,Not_Canceled
INN34448,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,Online,0,0,0,152.0,2,Not_Canceled
INN10755,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,5,25,Online,0,0,0,106.25,1,Not_Canceled
INN35431,2,0,0,3,Meal Plan 1,0,Room_Type 4,22,2018,11,10,Online,0,0,0,118.07,1,Not_Canceled
INN29329,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,8,6,Online,0,0,0,81.0,0,Not_Canceled
INN03084,1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,9,19,Corporate,0,0,0,119.0,0,Not_Canceled
INN33401,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
INN23198,2,0,0,4,Not Selected,0,Room_Type 1,3,2018,12,28,Online,0,0,0,95.2,0,Not_Canceled
INN00208,2,0,2,3,Meal Plan 1,0,Room_Type 1,34,2018,8,21,Offline,0,0,0,85.0,0,Not_Canceled
INN28983,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
INN25593,1,0,2,7,Meal Plan 1,0,Room_Type 1,215,2018,7,29,Online,0,0,0,90.95,1,Not_Canceled
INN03375,2,1,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,2,Not_Canceled
INN10527,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
INN30138,2,2,0,1,Meal Plan 1,0,Room_Type 6,216,2018,8,5,Online,0,0,0,177.3,2,Canceled
INN34840,2,0,2,1,Not Selected,0,Room_Type 1,67,2018,4,3,Online,0,0,0,85.5,0,Canceled
INN32008,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
INN09687,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,7,9,Online,0,0,0,112.95,1,Not_Canceled
INN19202,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled
INN05250,2,0,1,3,Meal Plan 2,0,Room_Type 1,106,2018,11,21,Online,0,0,0,117.3,2,Canceled
INN32582,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
INN08534,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,2018,11,24,Online,0,0,0,74.54,0,Not_Canceled
INN35576,3,0,1,3,Meal Plan 1,0,Room_Type 4,138,2018,8,22,Online,0,0,0,135.45,1,Canceled
INN34504,2,0,2,2,Meal Plan 1,1,Room_Type 4,22,2018,1,1,Online,0,0,0,120.5,0,Not_Canceled
INN14485,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
INN04256,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100.0,0,Canceled
INN02476,2,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,109.0,0,Not_Canceled
INN10757,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,23,Online,0,0,0,173.0,0,Not_Canceled
INN05052,2,0,0,0,Not Selected,0,Room_Type 1,10,2018,1,17,Online,0,0,0,0.0,1,Not_Canceled
INN03714,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled
INN06705,3,0,1,3,Meal Plan 1,0,Room_Type 4,86,2018,7,14,Online,0,0,0,137.7,2,Not_Canceled
INN02473,2,0,0,0,Not Selected,0,Room_Type 1,19,2017,12,16,Online,0,0,0,0.0,0,Not_Canceled
INN10107,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,11,19,Online,0,0,0,99.67,2,Not_Canceled
INN31368,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,11,12,Online,0,0,0,68.71,0,Canceled
INN16457,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
INN14211,2,0,0,3,Not Selected,0,Room_Type 1,22,2017,10,21,Online,0,0,0,87.78,2,Not_Canceled
INN07844,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0,Not_Canceled
INN12324,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
INN25767,2,0,2,3,Not Selected,1,Room_Type 1,104,2018,4,28,Online,0,0,0,96.55,1,Not_Canceled
INN31008,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79.0,0,Canceled
INN10794,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
INN33894,1,0,1,1,Meal Plan 1,0,Room_Type 1,106,2018,7,16,Online,0,0,0,99.9,0,Canceled
INN17626,3,0,2,3,Meal Plan 2,0,Room_Type 4,116,2018,12,24,Online,0,0,0,172.85,2,Not_Canceled
INN29372,3,0,2,5,Meal Plan 1,0,Room_Type 4,140,2018,7,31,Online,0,0,0,132.48,0,Not_Canceled
INN32497,3,0,2,2,Not Selected,0,Room_Type 1,135,2018,7,15,Online,0,0,0,92.28,2,Not_Canceled
INN34605,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,6,Online,0,0,0,145.67,0,Not_Canceled
INN23165,3,0,2,5,Meal Plan 1,0,Room_Type 4,153,2018,10,17,Online,0,0,0,151.2,3,Not_Canceled
INN32118,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,1,7,Online,0,0,0,87.0,0,Not_Canceled
INN28483,1,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,9,2,Online,0,0,0,104.4,1,Not_Canceled
INN04359,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,1,1,Online,0,0,0,107.0,1,Not_Canceled
INN17728,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
INN33538,2,0,0,0,Meal Plan 1,0,Room_Type 2,166,2018,4,21,Online,0,0,0,0.0,2,Not_Canceled
INN21401,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,2018,1,2,Online,0,0,0,92.95,1,Not_Canceled
INN07422,2,0,1,2,Not Selected,0,Room_Type 1,51,2018,3,11,Online,0,0,0,76.5,0,Canceled
INN27214,2,0,2,4,Not Selected,0,Room_Type 1,288,2018,12,25,Online,0,0,0,66.58,0,Canceled
INN09161,3,0,0,4,Meal Plan 1,0,Room_Type 4,98,2018,6,29,Online,0,0,0,146.7,0,Canceled
INN26123,2,0,0,2,Meal Plan 2,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,120.0,0,Not_Canceled
INN23712,2,1,0,1,Meal Plan 1,0,Room_Type 6,9,2018,12,10,Complementary,1,0,8,0.0,1,Not_Canceled
INN33756,1,0,1,1,Meal Plan 1,0,Room_Type 1,9,2018,11,26,Online,0,0,0,89.55,2,Not_Canceled
INN27043,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
INN16015,2,0,0,5,Meal Plan 1,0,Room_Type 1,148,2018,7,19,Online,0,0,0,79.2,1,Not_Canceled
INN02853,1,0,2,0,Meal Plan 2,0,Room_Type 1,132,2018,7,3,Online,0,0,0,90.9,1,Not_Canceled
INN11696,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN14997,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,2018,11,23,Online,0,0,0,68.07,1,Not_Canceled
INN17015,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,3,4,Online,0,0,0,67.5,0,Canceled
INN29345,2,0,1,3,Meal Plan 1,0,Room_Type 1,110,2018,8,15,Online,0,0,0,117.9,0,Canceled
INN17634,0,2,1,3,Meal Plan 1,0,Room_Type 2,91,2018,4,4,Online,0,0,0,73.74,0,Not_Canceled
INN26161,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
INN03041,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
INN16036,2,0,2,2,Meal Plan 1,0,Room_Type 4,140,2018,6,19,Online,0,0,0,127.71,1,Not_Canceled
INN00146,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,6,1,Complementary,1,3,5,0.0,1,Not_Canceled
INN23385,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,7,8,Online,0,0,0,115.5,1,Not_Canceled
INN31911,1,0,0,3,Meal Plan 1,0,Room_Type 1,18,2018,6,21,Corporate,0,0,0,90.0,0,Not_Canceled
INN07228,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Not_Canceled
INN34085,2,0,1,3,Meal Plan 1,0,Room_Type 4,50,2018,3,28,Online,0,0,0,98.6,0,Canceled
INN36064,2,2,2,2,Meal Plan 1,0,Room_Type 6,54,2018,2,28,Online,0,0,0,148.33,0,Canceled
INN31402,2,2,1,5,Meal Plan 1,0,Room_Type 6,48,2018,9,6,Online,0,0,0,195.3,2,Not_Canceled
INN09853,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
INN10618,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,11,24,Online,0,0,0,108.9,0,Canceled
INN16394,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,5,22,Offline,0,0,0,80.75,0,Not_Canceled
INN28553,3,0,1,1,Meal Plan 1,0,Room_Type 4,35,2018,9,26,Online,0,0,0,149.4,1,Canceled
INN35769,2,0,2,3,Meal Plan 1,0,Room_Type 4,18,2018,5,7,Online,0,0,0,138.0,0,Canceled
INN23254,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,24,Offline,0,0,0,95.0,0,Not_Canceled
INN34069,2,0,2,2,Meal Plan 1,0,Room_Type 4,85,2018,5,15,Online,0,0,0,132.6,1,Not_Canceled
INN23670,1,0,1,4,Meal Plan 2,0,Room_Type 4,17,2018,3,14,Offline,0,0,0,82.0,0,Not_Canceled
INN15223,1,0,1,5,Meal Plan 1,0,Room_Type 1,3,2018,3,1,Complementary,0,0,0,55.5,1,Not_Canceled
INN22669,2,0,2,2,Not Selected,0,Room_Type 1,1,2018,8,27,Online,0,0,0,109.25,1,Not_Canceled
INN35818,2,1,1,3,Meal Plan 1,0,Room_Type 1,50,2018,12,5,Online,0,0,0,81.56,2,Not_Canceled
INN13674,2,0,1,1,Not Selected,1,Room_Type 1,4,2018,8,8,Online,0,0,0,168.0,2,Not_Canceled
INN05496,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
INN21676,2,1,0,1,Meal Plan 1,0,Room_Type 6,114,2018,7,30,Online,0,0,0,186.3,2,Not_Canceled
INN34567,2,2,0,1,Meal Plan 1,0,Room_Type 6,7,2018,7,29,Online,0,0,0,201.0,1,Not_Canceled
INN12150,1,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,0,0,0,97.33,0,Not_Canceled
INN24612,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
INN06442,2,0,0,3,Not Selected,0,Room_Type 1,2,2018,12,20,Online,0,0,0,79.5,1,Not_Canceled
INN08637,2,1,2,1,Meal Plan 1,0,Room_Type 1,13,2018,2,13,Online,0,0,0,109.0,2,Not_Canceled
INN24490,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
INN18744,2,0,1,2,Not Selected,0,Room_Type 1,21,2017,12,4,Online,0,0,0,77.92,1,Not_Canceled
INN23487,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled
INN03655,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,6,19,Offline,0,0,0,76.5,0,Not_Canceled
INN07053,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,10,9,Online,0,0,0,177.62,1,Not_Canceled
INN29735,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,9,4,Offline,0,0,0,45.0,0,Not_Canceled
INN34055,2,0,0,2,Not Selected,0,Room_Type 1,128,2018,6,30,Online,0,0,0,65.83,1,Not_Canceled
INN20830,2,0,2,2,Not Selected,0,Room_Type 1,3,2018,2,14,Online,0,0,0,81.0,0,Not_Canceled
INN23172,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,12,2,Online,0,0,0,63.75,1,Not_Canceled
INN12290,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Online,0,0,0,85.86,1,Not_Canceled
INN34677,1,0,1,3,Meal Plan 1,0,Room_Type 4,3,2018,9,19,Aviation,1,0,3,110.0,0,Not_Canceled
INN13468,2,0,0,1,Not Selected,0,Room_Type 1,11,2017,11,17,Online,0,0,0,85.0,1,Not_Canceled
INN06895,2,0,1,4,Meal Plan 1,0,Room_Type 1,83,2018,7,25,Online,0,0,0,79.56,0,Not_Canceled
INN27118,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2017,8,14,Online,0,0,0,146.0,1,Not_Canceled
INN28212,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
INN07152,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0,Canceled
INN06013,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,125.2,0,Canceled
INN13077,2,0,0,3,Meal Plan 1,0,Room_Type 4,40,2017,10,28,Offline,0,0,0,75.0,0,Not_Canceled
INN08907,1,1,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,24,Online,0,0,0,115.5,0,Canceled
INN21628,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,4,25,Online,0,0,0,100.75,1,Not_Canceled
INN27765,2,0,1,3,Meal Plan 1,1,Room_Type 4,10,2017,12,28,Online,0,0,0,136.0,1,Not_Canceled
INN04432,1,0,2,5,Meal Plan 1,0,Room_Type 4,8,2017,11,21,Offline,0,0,0,62.57,0,Not_Canceled
INN33175,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79.0,0,Not_Canceled
INN24597,2,0,1,1,Not Selected,0,Room_Type 1,185,2018,7,23,Online,0,0,0,94.5,1,Canceled
INN13179,2,0,0,3,Not Selected,0,Room_Type 1,88,2018,12,15,Online,0,0,0,79.2,1,Not_Canceled
INN26988,2,0,1,1,Meal Plan 2,0,Room_Type 1,3,2018,5,21,Offline,0,0,0,112.0,1,Not_Canceled
INN16174,2,0,0,1,Not Selected,0,Room_Type 1,125,2018,6,9,Online,0,0,0,116.1,0,Not_Canceled
INN26967,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
INN25520,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,0,0,0,85.85,0,Canceled
INN08235,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,12,29,Online,0,0,0,74.8,4,Not_Canceled
INN11564,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
INN27599,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
INN11557,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,8,25,Online,0,0,0,155.0,1,Not_Canceled
INN16354,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,11,27,Online,0,0,0,68.76,1,Not_Canceled
INN21637,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
INN32780,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2017,12,9,Offline,0,0,0,58.0,0,Not_Canceled
INN04761,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled
INN01178,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,72.0,1,Not_Canceled
INN31349,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN26524,2,0,1,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,1,Not_Canceled
INN06472,2,0,0,3,Not Selected,0,Room_Type 1,141,2018,7,14,Online,0,0,0,103.5,1,Not_Canceled
INN28442,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,7,Corporate,1,1,3,65.0,0,Not_Canceled
INN22613,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,2,Online,0,0,0,133.0,0,Canceled
INN12041,2,1,2,3,Meal Plan 1,1,Room_Type 1,81,2018,8,13,Online,0,0,0,143.1,1,Not_Canceled
INN25538,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled
INN11208,2,2,1,3,Meal Plan 1,0,Room_Type 6,176,2018,10,24,Online,0,0,0,169.88,3,Not_Canceled
INN14438,2,0,0,2,Not Selected,0,Room_Type 1,37,2018,10,27,Online,0,0,0,109.0,1,Not_Canceled
INN22444,2,0,0,1,Meal Plan 1,0,Room_Type 4,146,2018,7,8,Online,0,0,0,127.8,2,Not_Canceled
INN31011,2,1,0,2,Meal Plan 1,0,Room_Type 1,102,2018,12,9,Online,0,0,0,109.8,1,Canceled
INN28145,2,1,1,1,Meal Plan 1,0,Room_Type 1,7,2018,4,16,Online,0,0,0,134.0,1,Not_Canceled
INN08928,2,0,2,3,Meal Plan 1,0,Room_Type 4,72,2018,5,22,Online,0,0,0,132.6,0,Canceled
INN17825,2,0,0,5,Meal Plan 1,0,Room_Type 2,43,2018,2,23,Online,0,0,0,66.43,0,Canceled
INN31325,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
INN12179,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
INN09109,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
INN23617,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN03727,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
INN26201,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
INN01368,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2017,8,27,Online,0,0,0,90.0,2,Not_Canceled
INN03713,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled
INN17773,0,2,1,2,Meal Plan 1,0,Room_Type 2,38,2018,5,13,Online,0,0,0,127.39,0,Not_Canceled
INN25427,3,0,2,1,Meal Plan 1,0,Room_Type 4,116,2018,8,6,Offline,0,0,0,96.56,0,Canceled
INN33769,2,1,1,2,Meal Plan 1,0,Room_Type 1,21,2017,10,5,Online,0,0,0,117.0,0,Not_Canceled
INN31117,2,0,1,1,Meal Plan 1,0,Room_Type 1,92,2018,1,16,Online,0,0,0,90.0,1,Not_Canceled
INN07762,2,0,0,1,Meal Plan 1,0,Room_Type 1,175,2017,8,5,Online,0,0,0,76.5,0,Canceled
INN04115,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled
INN26214,3,0,2,0,Meal Plan 1,0,Room_Type 4,135,2018,9,25,Online,0,0,0,162.0,2,Not_Canceled
INN01668,3,0,1,5,Meal Plan 1,0,Room_Type 1,200,2018,9,20,Online,0,0,0,150.45,0,Canceled
INN29166,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,27,Online,0,0,0,100.0,0,Not_Canceled
INN25924,2,0,2,2,Meal Plan 1,0,Room_Type 4,133,2018,5,14,Online,0,0,0,113.05,0,Not_Canceled
INN00489,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,11,Online,0,0,0,91.0,0,Canceled
INN19615,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,10,9,Offline,0,0,0,80.75,0,Not_Canceled
INN27209,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,12,Online,0,0,0,174.0,1,Not_Canceled
INN06925,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115.0,1,Canceled
INN21593,2,0,1,4,Meal Plan 1,0,Room_Type 1,13,2018,3,7,Online,0,0,0,96.6,0,Not_Canceled
INN07849,2,0,0,2,Meal Plan 1,0,Room_Type 2,38,2018,3,4,Offline,0,0,0,73.1,0,Not_Canceled
INN05705,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled
INN17088,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled
INN04034,2,0,2,5,Meal Plan 1,0,Room_Type 4,146,2018,8,20,Online,0,0,0,116.23,3,Not_Canceled
INN08126,2,0,1,4,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,95.0,0,Canceled
INN26985,1,0,2,2,Meal Plan 1,0,Room_Type 1,359,2018,9,16,Online,0,0,0,95.0,0,Canceled
INN13381,3,0,1,2,Meal Plan 1,0,Room_Type 4,78,2018,10,7,Online,0,0,0,151.2,2,Not_Canceled
INN35962,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled
INN13599,0,2,2,4,Meal Plan 1,0,Room_Type 2,23,2018,5,21,Online,0,0,0,128.49,0,Canceled
INN34852,3,0,0,1,Meal Plan 1,0,Room_Type 4,118,2018,7,20,Online,0,0,0,137.7,1,Not_Canceled
